publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID,x,y
0009XX NICOLLET MALL,MP2022707170,1,7/5/2022 12:00:00 AM,916,7/4/2022 12:00:00 AM,7/5/2022 9:16:00 AM,1817,TFMV,THEFT FROM MOTR VEHC,07 ,7/5/2022 12:00:00 AM,,-93.27432,44.9745,-10383249.4503243,5617507.84706258,Downtown West,7/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,212,-10383249.4503,5617507.8471
0025XX 43RD AVE N,MP2022707172,4,7/5/2022 12:00:00 AM,922,7/1/2022 12:00:00 AM,7/5/2022 9:22:00 AM,426,TFMV,THEFT FROM MOTR VEHC,07 ,7/5/2022 12:00:00 AM,,-93.313,45.03339,-10387555.531678,5626779.27423025,Victory,7/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,214,-10387555.5317,5626779.2742
0001XX 47TH ST W,MP2022707182,5,7/5/2022 12:00:00 AM,1022,7/3/2022 12:00:00 AM,7/5/2022 10:22:00 AM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,7/5/2022 12:00:00 AM,,-93.2812,44.91781,-10384015.9788306,5608591.39480504,Tangletown,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,222,-10384015.9788,5608591.3948
0039XX GARFIELD AVE,MP2022707183,5,7/5/2022 12:00:00 AM,1034,7/1/2022 12:00:00 AM,7/5/2022 10:34:00 AM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,7/5/2022 12:00:00 AM,,-93.28697,44.93135,-10384657.4803262,5610720.99147135,East Harriet,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,223,-10384657.4803,5610720.9915
0007XX MONROE ST NE,MP2022707184,2,7/5/2022 12:00:00 AM,1034,7/4/2022 12:00:00 AM,7/5/2022 10:34:00 AM,2330,TFMV,THEFT FROM MOTR VEHC,07 ,7/5/2022 12:00:00 AM,,-93.25244,44.9978,-10380813.8644236,5621175.66542242,St. Anthony East,7/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,224,-10380813.8644,5621175.6654
0015XX LAGOON AVE,MP2022707194,5,7/5/2022 12:00:00 AM,1118,7/2/2022 12:00:00 AM,7/5/2022 11:18:00 AM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,7/5/2022 12:00:00 AM,,-93.30146,44.94926,-10386270.986461,5613537.23367353,East Isles,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,232,-10386270.9865,5613537.2337
0006XX WASHINGTON AVE SE,MP202270720,2,4/5/2022 12:00:00 AM,827,4/4/2022 12:00:00 AM,4/5/2022 8:27:00 AM,2100,AUTOTH,AUTOMOBILE THEFT,08 ,4/5/2022 12:00:00 AM,,-93.22949,44.9736,-10378259.3360432,5617365.7611378,University of Minnesota,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,235,-10378259.336,5617365.7611
0013XX NICOLLET MALL,MP2022707205,1,7/5/2022 12:00:00 AM,1234,7/2/2022 12:00:00 AM,7/5/2022 12:34:00 PM,1215,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.27774,44.97052,-10383630.6243561,5616881.24380765,Loring Park,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,240,-10383630.6244,5616881.2438
0004XX 14TH AVE SE,MP2022707212,2,7/5/2022 12:00:00 AM,1316,7/3/2022 12:00:00 AM,7/5/2022 1:16:00 PM,2230,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.23539,44.98098,-10378915.9287301,5618527.94887732,Marcy Holmes,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,245,-10378915.9287,5618527.9489
0006XX MARSHALL ST NE,MP2022707217,2,7/5/2022 12:00:00 AM,1404,7/5/2022 12:00:00 AM,7/5/2022 2:04:00 PM,1335,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.26541,44.99342,-10382258.3151741,5620485.20498908,Nicollet Island - East Bank,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,249,-10382258.3152,5620485.205
0001XX WILLIAMS AVE SE,MP2022707222,2,7/5/2022 12:00:00 AM,1449,7/4/2022 12:00:00 AM,7/5/2022 2:49:00 PM,1130,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.21856,44.96789,-10377043.1834618,5616467.31972499,Prospect Park - East River Road,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,252,-10377043.1835,5616467.3197
0045XX 43RD ST E,MP2022707223,3,7/5/2022 12:00:00 AM,1508,7/5/2022 12:00:00 AM,7/5/2022 3:08:00 PM,1430,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.20828,44.92524,-10375898.6707904,5609759.16432914,Hiawatha,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,253,-10375898.6708,5609759.1643
0029XX PLEASANT AVE,MP2022707224,5,7/5/2022 12:00:00 AM,1559,7/2/2022 12:00:00 AM,7/5/2022 3:59:00 PM,1720,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.283,44.94955,-10384216.5227954,5613582.36453595,Whittier,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,254,-10384216.5228,5613582.3645
0007XX 37TH ST E,MP2022707229,3,7/5/2022 12:00:00 AM,1622,7/5/2022 12:00:00 AM,7/5/2022 4:22:00 PM,1410,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.26442,44.93597,-10382147.5146303,5611446.56681588,Central,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,255,-10382147.5146,5611446.5668
0019XX 1ST ST S,MP2022707247,1,7/5/2022 12:00:00 AM,2141,7/4/2022 12:00:00 AM,7/5/2022 9:41:00 PM,1600,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,269,-10379957.3287,5617671.4146
0029XX PLEASANT AVE,MP2022707249,5,7/1/2022 12:00:00 AM,221,7/1/2022 12:00:00 AM,7/1/2022 2:21:00 AM,120,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.283,44.94955,-10384216.5227954,5613582.36453595,Whittier,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,271,-10384216.5228,5613582.3645
0003XX UNIVERSITY AVE NE,MP2022707252,2,7/6/2022 12:00:00 AM,733,7/5/2022 12:00:00 AM,7/6/2022 7:33:00 AM,2300,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.25888,44.99163,-10381531.2985205,5620203.96119103,St. Anthony West,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,273,-10381531.2985,5620203.9612
0010XX UNIVERSITY AVE SE,MP2022707258,2,7/5/2022 12:00:00 AM,940,7/2/2022 12:00:00 AM,7/5/2022 9:40:00 AM,1600,TFMV,THEFT FROM MOTR VEHC,07 ,7/6/2022 12:00:00 AM,,-93.24143,44.98146,-10379588.8748552,5618602.86736719,Marcy Holmes,7/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,275,-10379588.8749,5618602.8674
0013XX NICOLLET MALL,MP2022707261,1,7/6/2022 12:00:00 AM,952,7/5/2022 12:00:00 AM,7/6/2022 9:52:00 AM,1030,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.27774,44.97052,-10383630.6243561,5616881.24380765,Loring Park,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,276,-10383630.6244,5616881.2438
0004XX 10TH ST N,MP2022707267,1,7/6/2022 12:00:00 AM,1050,6/30/2022 12:00:00 AM,7/6/2022 10:50:00 AM,1300,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.27883,44.97734,-10383751.7703008,5617954.24949095,Downtown West,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,280,-10383751.7703,5617954.2495
0005XX MAIN ST SE,MP2022707275,2,7/6/2022 12:00:00 AM,1150,7/5/2022 12:00:00 AM,7/6/2022 11:50:00 AM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.25143,44.98283,-10380701.2526959,5618819.49093989,Marcy Holmes,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,285,-10380701.2527,5618819.4909
0035XX 16TH AVE S,MP2022707276,3,7/6/2022 12:00:00 AM,1210,7/6/2022 12:00:00 AM,7/6/2022 12:10:00 PM,1100,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.25116,44.93864,-10380671.723468,5611866.76187767,Powderhorn Park,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,286,-10380671.7235,5611866.7619
0032XX 14TH AVE S,MP2022707290,3,7/6/2022 12:00:00 AM,1503,6/22/2022 12:00:00 AM,7/6/2022 3:03:00 PM,2300,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.25502,44.94384,-10381101.1481887,5612684.00271971,Powderhorn Park,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,296,-10381101.1482,5612684.0027
0015XX 10TH AVE S,MP2022707299,1,7/6/2022 12:00:00 AM,1804,7/6/2022 12:00:00 AM,7/6/2022 6:04:00 PM,1750,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.25968,44.96718,-10381619.9343463,5616356.56306537,Elliot Park,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,303,-10381619.9343,5616356.5631
0045XX VINCENT AVE S,MP2022707306,5,7/6/2022 12:00:00 AM,1914,7/6/2022 12:00:00 AM,7/6/2022 7:14:00 PM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,7/7/2022 12:00:00 AM,,-93.31635,44.92062,-10387928.698765,5609033.26678269,Linden Hills,7/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,310,-10387928.6988,5609033.2668
0039XX MINNEHAHA AVE,MP202270731,3,4/5/2022 12:00:00 AM,900,4/5/2022 12:00:00 AM,4/5/2022 9:00:00 AM,700,AUTOTH,AUTOMOBILE THEFT,08 ,4/5/2022 12:00:00 AM,,-93.22195,44.93146,-10377419.8666981,5610737.44913506,Howe,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,314,-10377419.8667,5610737.4491
0002XX IRVING AVE N,MP2022707317,4,6/20/2022 12:00:00 AM,2255,6/18/2022 12:00:00 AM,6/20/2022 10:55:00 PM,2215,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.29944,44.97851,-10386046.6017411,5618138.93327166,Harrison,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,319,-10386046.6017,5618138.9333
0013XX NICOLLET MALL,MP2022707318,1,7/7/2022 12:00:00 AM,826,7/3/2022 12:00:00 AM,7/7/2022 8:26:00 AM,2115,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.27774,44.97052,-10383630.6243561,5616881.24380765,Loring Park,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,320,-10383630.6244,5616881.2438
0002XX IRVING AVE N,MP2022707321,4,7/7/2022 12:00:00 AM,918,6/30/2022 12:00:00 AM,7/7/2022 9:18:00 AM,2100,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.29944,44.97851,-10386046.6017411,5618138.93327166,Bryn - Mawr,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,322,-10386046.6017,5618138.9333
0020XX ELLIOT AVE,MP2022707324,3,7/7/2022 12:00:00 AM,1028,7/5/2022 12:00:00 AM,7/7/2022 10:28:00 AM,1715,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.26109,44.96226,-10381777.3774456,5615581.95195485,Ventura Village,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,323,-10381777.3774,5615581.952
0004XX 4TH AVE S,MP2022707334,1,7/7/2022 12:00:00 AM,1328,7/3/2022 12:00:00 AM,7/7/2022 1:28:00 PM,1745,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.26478,44.97697,-10382187.5298893,5617897.03519078,Downtown West,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,332,-10382187.5299,5617897.0352
0025XX 43RD AVE N,MP2022707335,4,7/7/2022 12:00:00 AM,1332,7/4/2022 12:00:00 AM,7/7/2022 1:32:00 PM,1318,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.313,45.03339,-10387555.531678,5626779.27423025,Victory,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,333,-10387555.5317,5626779.2742
0017XX FILLMORE ST NE,MP2022707343,2,7/7/2022 12:00:00 AM,1533,7/3/2022 12:00:00 AM,7/7/2022 3:33:00 PM,100,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.24227,45.00382,-10379682.280399,5622123.55453788,Northeast Park,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,338,-10379682.2804,5622123.5545
0027XX 39TH ST W,MP2022707351,5,7/7/2022 12:00:00 AM,1830,7/4/2022 12:00:00 AM,7/7/2022 6:30:00 PM,1158,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.31474,44.9323,-10387749.17118,5610870.54999973,Linden Hills,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,340,-10387749.1712,5610870.55
0006XX RIVER ST,MP2022707354,1,7/7/2022 12:00:00 AM,1859,6/27/2022 12:00:00 AM,7/7/2022 6:59:00 PM,1215,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.27186,44.98975,-10382975.6353273,5619908.3585444,North Loop,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,343,-10382975.6353,5619908.3585
0028XX 14TH AVE S,MP2022707363,3,7/8/2022 12:00:00 AM,711,7/8/2022 12:00:00 AM,7/8/2022 7:11:00 AM,234,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.25502,44.95101,-10381101.5154197,5613811.75115983,Midtown Phillips,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,350,-10381101.5154,5613811.7512
0007XX 2ND ST N,MP2022707367,1,7/8/2022 12:00:00 AM,834,7/4/2022 12:00:00 AM,7/8/2022 8:34:00 AM,820,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.27524,44.98816,-10383352.6872901,5619657.75546431,North Loop,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,354,-10383352.6873,5619657.7555
0004XX 6TH AVE N,MP2022707368,1,7/7/2022 12:00:00 AM,2357,7/7/2022 12:00:00 AM,7/7/2022 11:57:00 PM,1845,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.27875,44.98484,-10383742.7577532,5619134.47823273,North Loop,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,355,-10383742.7578,5619134.4782
0033XX NEWTON AVE N,MP2022707373,4,7/8/2022 12:00:00 AM,935,7/7/2022 12:00:00 AM,7/8/2022 9:35:00 AM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,7/8/2022 12:00:00 AM,,-93.30572,45.01593,-10386744.8963446,5624030.1724301,Folwell,7/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,357,-10386744.8963,5624030.1724
0001XX 1ST ST N,MP2022707403,1,7/7/2022 12:00:00 AM,1246,6/21/2022 12:00:00 AM,7/7/2022 12:46:00 PM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,7/10/2022 12:00:00 AM,,-93.26845,44.98498,-10382596.0459466,5619157.61236353,North Loop,7/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,370,-10382596.0459,5619157.6124
0022XX 25TH AVE S,MP2022707404,1,7/8/2022 12:00:00 AM,1537,7/3/2022 12:00:00 AM,7/8/2022 3:37:00 PM,2300,TFMV,THEFT FROM MOTR VEHC,07 ,7/10/2022 12:00:00 AM,,-93.23619,44.96006,-10379005.7046638,5615236.53916974,Cedar Riverside,7/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,371,-10379005.7047,5615236.5392
0010XX UNIVERSITY AVE SE,MP2022707413,2,7/7/2022 12:00:00 AM,1343,7/6/2022 12:00:00 AM,7/7/2022 1:43:00 PM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,7/10/2022 12:00:00 AM,,-93.24143,44.98146,-10379588.8748552,5618602.86736719,Marcy Holmes,7/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,376,-10379588.8749,5618602.8674
0025XX ARTHUR ST NE,MP2022707414,2,7/9/2022 12:00:00 AM,22,7/8/2022 12:00:00 AM,7/9/2022 12:22:00 AM,1115,TFMV,THEFT FROM MOTR VEHC,07 ,7/10/2022 12:00:00 AM,,-93.232,45.01478,-10378539.2383494,5623849.102511,Audubon Park,7/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,377,-10378539.2383,5623849.1025
0009XX FRANKLIN TERR,MP2022707429,1,7/9/2022 12:00:00 AM,1404,7/8/2022 12:00:00 AM,7/9/2022 2:04:00 PM,1345,TFMV,THEFT FROM MOTR VEHC,07 ,7/10/2022 12:00:00 AM,,-93.22703,44.96361,-10377985.618862,5615794.32805953,Cedar Riverside,7/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,391,-10377985.6189,5615794.3281
0025XX 14TH AVE S,MP2022707440,3,7/10/2022 12:00:00 AM,614,7/10/2022 12:00:00 AM,7/10/2022 6:14:00 AM,430,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.25497,44.95644,-10381095.8681795,5614666.65786319,Midtown Phillips,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,397,-10381095.8682,5614666.6579
0045XX 43RD ST E,MP2022707445,3,7/10/2022 12:00:00 AM,1105,7/10/2022 12:00:00 AM,7/10/2022 11:05:00 AM,530,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.20828,44.92524,-10375898.6707904,5609759.16432914,Hiawatha,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,402,-10375898.6708,5609759.1643
0001XX 1ST ST N,MP2022707447,1,7/10/2022 12:00:00 AM,1242,7/2/2022 12:00:00 AM,7/10/2022 12:42:00 PM,334,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.26845,44.98498,-10382596.0459466,5619157.61236353,North Loop,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,404,-10382596.0459,5619157.6124
0026XX PARK AVE,MP2022707457,3,7/10/2022 12:00:00 AM,1930,7/10/2022 12:00:00 AM,7/10/2022 7:30:00 PM,409,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.26515,44.95464,-10382228.5984388,5614382.69461288,Phillips West,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,409,-10382228.5984,5614382.6946
0004XX 10TH ST N,MP2022707465,1,7/11/2022 12:00:00 AM,846,7/8/2022 12:00:00 AM,7/11/2022 8:46:00 AM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.27883,44.97734,-10383751.7703008,5617954.24949095,Downtown West,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,414,-10383751.7703,5617954.2495
0041XX EAST LAKE HARRIET PKWY,MP2022707466,5,7/11/2022 12:00:00 AM,909,7/8/2022 12:00:00 AM,7/11/2022 9:09:00 AM,1130,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.30226,44.92838,-10386359.9385855,5610252.70503705,East Harriet,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,415,-10386359.9386,5610252.705
0039XX RUSSELL AVE N,MP2022707477,4,7/11/2022 12:00:00 AM,1025,7/11/2022 12:00:00 AM,7/11/2022 10:25:00 AM,940,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.31094,45.02681,-10387326.6093536,5625742.64627526,Webber - Camden,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,420,-10387326.6094,5625742.6463
0004XX 35TH ST W,MP2022707478,5,7/11/2022 12:00:00 AM,1027,7/9/2022 12:00:00 AM,7/11/2022 10:27:00 AM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.28498,44.93951,-10384435.9646586,5612003.11705919,Lyndale,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,421,-10384435.9647,5612003.1171
0007XX 2ND ST N,MP2022707480,1,7/11/2022 12:00:00 AM,1041,7/11/2022 12:00:00 AM,7/11/2022 10:41:00 AM,0,TFMV,THEFT FROM MOTR VEHC,07 ,7/11/2022 12:00:00 AM,,-93.27524,44.98816,-10383352.6872901,5619657.75546431,North Loop,7/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,422,-10383352.6873,5619657.7555
0001XX 1ST ST N,MP2022707504,1,7/11/2022 12:00:00 AM,1339,7/8/2022 12:00:00 AM,7/11/2022 1:39:00 PM,2320,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.26845,44.98498,-10382596.0459466,5619157.61236353,North Loop,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,431,-10382596.0459,5619157.6124
0000XX QUARRY CENTER DR,MP2022707505,2,7/11/2022 12:00:00 AM,1342,7/8/2022 12:00:00 AM,7/11/2022 1:42:00 PM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.23153,45.00357,-10378486.607329,5622084.29665351,Mid - City Industrial,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,432,-10378486.6073,5622084.2967
0004XX NICOLLET MALL,MP2022707506,1,7/11/2022 12:00:00 AM,1345,7/9/2022 12:00:00 AM,7/11/2022 1:45:00 PM,2230,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,433,-10382791.1175,5618260.5879
0022XX 25TH AVE S,MP2022707518,3,7/11/2022 12:00:00 AM,1539,7/8/2022 12:00:00 AM,7/11/2022 3:39:00 PM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.23619,44.96006,-10379005.7046638,5615236.53916974,Seward,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,438,-10379005.7047,5615236.5392
0004XX 10TH ST N,MP2022707524,1,7/11/2022 12:00:00 AM,1610,7/9/2022 12:00:00 AM,7/11/2022 4:10:00 PM,2335,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.27883,44.97734,-10383751.7703008,5617954.24949095,Downtown West,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,440,-10383751.7703,5617954.2495
0004XX 40TH AVE N,MP2022707526,4,7/11/2022 12:00:00 AM,1638,7/11/2022 12:00:00 AM,7/11/2022 4:38:00 PM,1100,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.2854,45.02756,-10384483.5595457,5625860.87542079,Camden Industrial,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,442,-10384483.5595,5625860.8754
0006XX 19TH ST E,MP2022707530,3,7/11/2022 12:00:00 AM,1833,7/11/2022 12:00:00 AM,7/11/2022 6:33:00 PM,1230,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.26638,44.96395,-10382365.9920814,5615847.94099618,Ventura Village,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,446,-10382365.9921,5615847.941
0021XX 4TH ST S,MP2022707531,1,7/11/2022 12:00:00 AM,1904,7/11/2022 12:00:00 AM,7/11/2022 7:04:00 PM,800,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.23996,44.96992,-10379424.6709416,5616786.87791895,Cedar Riverside,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,447,-10379424.6709,5616786.8779
0032XX TALMAGE AVE SE,MP2022707544,2,7/12/2022 12:00:00 AM,925,7/11/2022 12:00:00 AM,7/12/2022 9:25:00 AM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.2102,44.98984,-10376111.5333154,5619922.00074767,Como,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,456,-10376111.5333,5619922.0007
0014XX LAKEVIEW AVE S,MP2022707547,4,7/12/2022 12:00:00 AM,1015,7/11/2022 12:00:00 AM,7/12/2022 10:15:00 AM,2129,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.32183,44.96718,-10388538.9957131,5616355.58204156,Bryn - Mawr,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,458,-10388538.9957,5616355.582
0004XX NICOLLET MALL,MP2022707548,1,7/12/2022 12:00:00 AM,1028,7/9/2022 12:00:00 AM,7/12/2022 10:28:00 AM,2030,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,459,-10382791.1175,5618260.5879
0002XX RIDGEWOOD AVE,MP2022707549,5,7/12/2022 12:00:00 AM,1047,7/4/2022 12:00:00 AM,7/12/2022 10:47:00 AM,700,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.28204,44.96398,-10384109.4747148,5615852.45795448,Steven's Square - Loring Heights,7/14/2022 12:00:00 AM,12/1/2022 7:08:47 AM,460,-10384109.4747,5615852.458
0007XX 7TH ST SE,MP2022707550,2,7/12/2022 12:00:00 AM,1059,7/9/2022 12:00:00 AM,7/12/2022 10:59:00 AM,2100,TFMV,THEFT FROM MOTR VEHC,07 ,7/12/2022 12:00:00 AM,,-93.24246,44.98703,-10379703.2388179,5619479.84731501,Marcy Holmes,7/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,461,-10379703.2388,5619479.8473
0009XX NICOLLET MALL,MP2022707565,1,7/12/2022 12:00:00 AM,1301,7/5/2022 12:00:00 AM,7/12/2022 1:01:00 PM,1235,TFMV,THEFT FROM MOTR VEHC,07 ,7/13/2022 12:00:00 AM,,-93.27432,44.9745,-10383249.4503243,5617507.84706258,Downtown West,7/13/2022 12:00:00 AM,12/1/2022 7:08:47 AM,472,-10383249.4503,5617507.8471
0045XX 43RD ST E,MP2022707576,3,7/12/2022 12:00:00 AM,1706,7/12/2022 12:00:00 AM,7/12/2022 5:06:00 PM,1610,TFMV,THEFT FROM MOTR VEHC,07 ,7/13/2022 12:00:00 AM,,-93.20828,44.92524,-10375898.6707904,5609759.16432914,Hiawatha,7/20/2022 12:00:00 AM,12/1/2022 7:08:47 AM,478,-10375898.6708,5609759.1643
